Age_group,Education_gen,Occupation_gen,Relationship,Sex,Region
31-40,HighSchool,, Unmarried, Female,North America
41-50,HighSchool,Transport, Husband, Male,North America
21-30,HigherEd,Professional, Own-child, Male,North America
31-40,HighSchool,Manual Labor, Unmarried, Female,North America
21-30,HighSchool,Transport, Not-in-family, Male,North America
21-30,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Manual Labor, Not-in-family, Female,North America
51-60,10Th,Service, Wife, Female,North America
31-40,HighSchool,Protective-Serv, Husband, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
21-30,HighSchool,Skilled Trade, Unmarried, Male,North America
41-50,HighSchool,Management, Not-in-family, Male,North America
31-40,HighSchool,Service, Unmarried, Female,North America
60+,Dropout,Clerical, Unmarried, Female,North America
31-40,HighSchool,Manufacturing, Wife, Female,North America
31-40,Associate,Skilled Trade, Unmarried, Female,North America
60+,Dropout,Manufacturing, Not-in-family, Female,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,
31-40,HighSchool,Tech-Support, Wife, Female,North America
31-40,Dropout,Service, Husband, Male,Latin America
21-30,HigherEd,Transport, Not-in-family, Male,North America
51-60,HigherEd,Sales, Husband, Male,North America
41-50,HighSchool,Professional, Husband, Male,North America
21-30,HighSchool,Manual Labor, Unmarried, Female,North America
51-60,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
41-50,Dropout,Service, Unmarried, Female,Latin America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
41-50,HigherEd,Management, Unmarried, Male,North America
21-30,HighSchool,Skilled Trade, Own-child, Male,North America
51-60,HighSchool,Professional, Husband, Male,North America
0-20,Dropout,Sales, Own-child, Male,North America
31-40,Associate,Skilled Trade, Husband, Male,North America
21-30,HigherEd,Professional, Not-in-family, Female,North America
21-30,HigherEd,Management, Wife, Male,North America
0-20,12Th,, Own-child, Male,North America
31-40,Associate,Sales, Unmarried, Female,North America
51-60,HigherEd,Professional, Not-in-family, Female,North America
21-30,HighSchool,Skilled Trade, Husband, Male,North America
60+,HighSchool,, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Manufacturing, Husband, Male,North America
31-40,HigherEd,Tech-Support, Not-in-family, Male,North America
21-30,HighSchool,Sales, Own-child, Female,North America
21-30,HighSchool,Clerical, Not-in-family, Male,North America
0-20,Dropout,Service, Own-child, Male,North America
51-60,10Th,Skilled Trade, Husband, Male,North America
51-60,HigherEd,Professional, Not-in-family, Male,North America
41-50,HighSchool,, Husband, Male,North America
51-60,HighSchool,, Wife, Female,North America
60+,Dropout,Transport, Not-in-family, Male,North America
31-40,HigherEd,Professional, Husband, Male,Canada
21-30,HigherEd,Clerical, Own-child, Female,North America
21-30,HighSchool,Sales, Own-child, Male,North America
21-30,HighSchool,, Unmarried, Female,North America
41-50,Prof-School,Professional, Husband, Male,North America
21-30,HighSchool,Tech-Support, Not-in-family, Male,North America
41-50,HigherEd,Professional, Not-in-family, Female,North America
31-40,HigherEd,Tech-Support, Not-in-family, Male,North America
0-20,HighSchool,Clerical, Own-child, Male,North America
60+,Dropout,Service, Not-in-family, Female,North America
41-50,Dropout,Service, Husband, Male,North America
31-40,Associate,Agriculture, Not-in-family, Male,North America
41-50,HighSchool,Clerical, Unmarried, Female,North America
51-60,HigherEd,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
31-40,HighSchool,Management, Not-in-family, Male,North America
0-20,10Th,Service, Own-child, Female,North America
51-60,HigherEd,Professional, Not-in-family, Female,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
21-30,HighSchool,Manual Labor, Husband, Male,North America
21-30,HigherEd,Professional, Own-child, Male,North America
21-30,HigherEd,Service, Own-child, Female,North America
31-40,HighSchool,Manual Labor, Own-child, Male,North America
31-40,HighSchool,Transport, Husband, Male,North America
51-60,HighSchool,Management, Husband, Male,North America
51-60,HigherEd,Sales, Husband, Male,North America
41-50,Prof-School,Professional, Husband, Male,North America
21-30,HigherEd,Sales, Own-child, Female,North America
41-50,Dropout,Service, Not-in-family, Female,North America
60+,Dropout,Priv-House-Serv, Unmarried, Female,North America
21-30,Associate,Transport, Husband, Male,North America
41-50,Dropout,Manual Labor, Unmarried, Male,El-Salvador
31-40,HighSchool,Agriculture, Own-child, Male,North America
31-40,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Management, Husband, Male,North America
41-50,HigherEd,Sales, Husband, Male,North America
41-50,HighSchool,Service, Unmarried, Female,North America
41-50,10Th,Service, Unmarried, Female,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HigherEd,Clerical, Wife, Female,North America
51-60,HighSchool,Skilled Trade, Husband, Male,North America
0-20,HighSchool,Service, Own-child, Female,North America
21-30,HigherEd,Manual Labor, Not-in-family, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
41-50,5Th-6Th,Transport, Husband, Male,Latin America
51-60,HigherEd,Professional, Husband, Male,North America
21-30,HighSchool,Skilled Trade, Not-in-family, Male,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
31-40,HighSchool,Sales, Husband, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HigherEd,Professional, Not-in-family, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
51-60,HighSchool,, Husband, Male,North America
31-40,HigherEd,Tech-Support, Husband, Male,North America
21-30,HighSchool,Service, Own-child, Male,North America
21-30,HighSchool,Management, Other-relative, Male,North America
31-40,HigherEd,Professional, Husband, Male,Taiwan
31-40,HighSchool,Management, Not-in-family, Female,North America
21-30,HighSchool,Manufacturing, Own-child, Female,North America
21-30,HighSchool,Clerical, Unmarried, Female,Philippines
60+,Dropout,, Unmarried, Female,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
41-50,Dropout,Skilled Trade, Husband, Male,North America
41-50,HighSchool,Manufacturing, Husband, Male,North America
41-50,12Th,Manual Labor, Husband, Male,North America
31-40,HigherEd,Sales, Not-in-family, Male,North America
21-30,HighSchool,Professional, Not-in-family, Male,North America
41-50,HigherEd,Professional, Not-in-family, Male,North America
21-30,HighSchool,Sales, Not-in-family, Female,North America
41-50,Associate,Professional, Unmarried, Female,North America
21-30,HighSchool,Transport, Husband, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,Dropout,, Own-child, Female,South
21-30,Dropout,Manufacturing, Not-in-family, Male,North America
41-50,HighSchool,Management, Not-in-family, Male,North America
0-20,Dropout,, Own-child, Female,North America
0-20,Dropout,Agriculture, Own-child, Male,North America
31-40,HigherEd,Management, Husband, Male,North America
51-60,HighSchool,Sales, Husband, Male,North America
21-30,HighSchool,Sales, Own-child, Female,North America
0-20,12Th,Service, Own-child, Male,North America
31-40,HighSchool,Clerical, Husband, Male,Latin America
31-40,HighSchool,Skilled Trade, Not-in-family, Male,North America
51-60,HighSchool,Management, Not-in-family, Male,North America
21-30,HighSchool,Protective-Serv, Own-child, Male,North America
31-40,Associate,Skilled Trade, Husband, Male,Portugal
31-40,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Management, Unmarried, Male,North America
0-20,Dropout,Clerical, Own-child, Female,North America
31-40,HighSchool,Management, Not-in-family, Female,North America
60+,Dropout,, Not-in-family, Male,North America
41-50,HigherEd,Professional, Wife, Female,North America
41-50,HigherEd,Management, Not-in-family, Male,Dominican-Republic
21-30,HighSchool,Service, Other-relative, Male,North America
51-60,HighSchool,Agriculture, Husband, Male,North America
21-30,HighSchool,Manufacturing, Own-child, Female,North America
41-50,HighSchool,Professional, Husband, Male,North America
21-30,HighSchool,Professional, Own-child, Male,North America
21-30,HigherEd,Tech-Support, Not-in-family, Female,North America
21-30,Associate,, Other-relative, Male,North America
31-40,HigherEd,Professional, Not-in-family, Male,North America
31-40,HigherEd,Tech-Support, Husband, Male,North America
31-40,HigherEd,Professional, Own-child, Female,Poland
0-20,HighSchool,Sales, Own-child, Female,North America
31-40,HigherEd,Professional, Not-in-family, Male,North America
31-40,HigherEd,Sales, Unmarried, Female,Latin America
21-30,HighSchool,Manual Labor, Own-child, Male,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
41-50,HigherEd,Professional, Unmarried, Female,North America
41-50,HigherEd,Management, Own-child, Female,North America
41-50,12Th,Service, Husband, Male,Latin America
41-50,HighSchool,Sales, Not-in-family, Male,North America
60+,HighSchool,Skilled Trade, Husband, Male,North America
0-20,Dropout,Service, Other-relative, Male,North America
21-30,HigherEd,Professional, Husband, Male,North America
31-40,HighSchool,Clerical, Unmarried, Female,North America
31-40,HigherEd,Professional, Not-in-family, Male,
41-50,Associate,Tech-Support, Husband, Male,North America
31-40,HigherEd,Clerical, Unmarried, Female,Honduras
31-40,HighSchool,Service, Unmarried, Female,North America
31-40,HighSchool,Manufacturing, Husband, Male,North America
0-20,HighSchool,Tech-Support, Own-child, Female,North America
21-30,HighSchool,Sales, Own-child, Female,North America
31-40,HigherEd,Management, Husband, Male,North America
31-40,HighSchool,Service, Not-in-family, Male,North America
41-50,HighSchool,Skilled Trade, Husband, Male,North America
21-30,HigherEd,Professional, Not-in-family, Male,North America
51-60,HighSchool,Management, Husband, Male,North America
41-50,HigherEd,Management, Husband, Male,North America
41-50,HigherEd,Professional, Not-in-family, Male,
41-50,HighSchool,Sales, Wife, Female,North America
21-30,HighSchool,Service, Not-in-family, Female,North America
31-40,HighSchool,Service, Husband, Male,Latin America
60+,Dropout,Management, Husband, Male,
21-30,HighSchool,Service, Not-in-family, Female,North America
51-60,HighSchool,Clerical, Not-in-family, Female,North America
21-30,Associate,Clerical, Husband, Male,North America
21-30,Associate,Service, Own-child, Female,North America
41-50,HighSchool,, Wife, Female,North America
31-40,HighSchool,Skilled Trade, Husband, Male,North America
31-40,HighSchool,Sales, Not-in-family, Female,North America
41-50,HigherEd,Professional, Husband, Male,North America
51-60,HighSchool,Service, Unmarried, Female,North America
41-50,HigherEd,Tech-Support, Husband, Male,North America
0-20,HighSchool,Service, Other-relative, Female,North America
51-60,HighSchool,Transport, Husband, Male,North America
41-50,HigherEd,Management, Not-in-family, Female,North America
21-30,Associate,Tech-Support, Own-child, Male,North America
0-20,12Th,Manual Labor, Own-child, Male,North America
41-50,HigherEd,Professional, Wife, Female,North America
51-60,HighSchool,Transport, Husband, Male,North America
31-40,HighSchool,Clerical, Own-child, Female,North America
21-30,Dropout,Skilled Trade, Own-child, Male,Haiti
41-50,HigherEd,Professional, Husband, Male,North America
21-30,HigherEd,Management, Husband, Male,North America
21-30,HigherEd,Professional, Unmarried, Male,North America
51-60,10Th,Skilled Trade, Husband, Male,North America
21-30,HighSchool,Transport, Unmarried, Male,North America
31-40,HighSchool,Manual Labor, Not-in-family, Male,North America
21-30,Associate,Skilled Trade, Own-child, Male,North America
51-60,HighSchool,Transport, Husband, Male,North America
31-40,HigherEd,Professional, Not-in-family, Female,North America
41-50,HighSchool,Clerical, Wife, Female,North America
31-40,HighSchool,Agriculture, Not-in-family, Male,North America
31-40,HighSchool,Service, Not-in-family, Female,North America
51-60,HighSchool,Clerical, Wife, Female,North America
31-40,HighSchool,Protective-Serv, Unmarried, Male,Portugal
51-60,HigherEd,Management, Husband, Male,North America
51-60,HigherEd,Sales, Not-in-family, Male,North America
31-40,10Th,Service, Unmarried, Female,North America
31-40,HighSchool,Service, Other-relative, Male,North America
21-30,HighSchool,Sales, Wife, Female,Germany
41-50,HigherEd,Sales, Not-in-family, Female,North America
